restaurant_id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
767,Ocean Blue Grill,Greek,medium,Greenpoint,4:48,1.2,false
768,The Cozy Corner,American,expensive,Astoria,20:45,4.1,true
769,The Hungry Hippo,Italian,cheap,Upper East Side,21:37,4.7,false
770,Sizzle & Spice,Chinese,expensive,Hell's Kitchen,6:59,1.3,false
771,Mango Tango,Mexican,expensive,Park Slope,16:01,2.9,true
772,Mango Tango,Italian,cheap,Harlem,0:52,3.3,false
773,The Cozy Corner,Thai,expensive,Park Slope,15:46,2.3,false
774,Saffron Delight,Indian,medium,Harlem,22:42,0.4,false
775,Saffron Delight,American,medium,Astoria,12:19,0.4,true
776,Mango Tango,Mexican,expensive,Harlem,15:28,1.0,false
777,Mango Tango,French,cheap,Williamsburg,5:50,2.7,false
778,Ocean Blue Grill,French,expensive,Chelsea,11:11,3.2,false
779,Crispy Crust Pizzeria,Greek,medium,Jackson Heights,5:25,0.7,false
780,Whisk & Ladle,Indian,expensive,Astoria,7:38,1.5,true
781,Saffron Delight,Thai,medium,Astoria,20:46,0.9,true
782,The Velvet Fork,Greek,expensive,Harlem,2:20,3.5,false
783,The Velvet Fork,Mexican,expensive,Astoria,14:28,3.1,true
784,Flamingo Bistro,French,cheap,Chelsea,6:56,2.6,true
785,Sizzle & Spice,American,cheap,Upper East Side,14:32,0.8,false
786,Mango Tango,Japanese,medium,Park Slope,12:26,2.8,true
787,Crispy Crust Pizzeria,French,medium,Astoria,21:18,2.1,true
788,Crispy Crust Pizzeria,Indian,expensive,Astoria,8:21,0.7,true
789,Mango Tango,Mexican,cheap,Park Slope,2:20,3.6,false
790,The Hungry Hippo,Italian,expensive,Williamsburg,18:08,4.4,false
791,Flamingo Bistro,Japanese,medium,Jackson Heights,18:06,2.6,true
792,Sizzle & Spice,Italian,expensive,Jackson Heights,22:56,0.4,true
793,Mango Tango,Mexican,cheap,Hell's Kitchen,14:19,0.8,true
794,Whisk & Ladle,French,expensive,Hell's Kitchen,5:23,3.5,false
795,Saffron Delight,Indian,medium,Astoria,18:03,0.1,true
796,Sizzle & Spice,Indian,expensive,Jackson Heights,1:36,1.9,false
797,The Hungry Hippo,Japanese,medium,Williamsburg,2:49,5.0,false
798,Sizzle & Spice,Greek,cheap,Upper East Side,10:23,3.1,false
799,Flamingo Bistro,Chinese,expensive,Astoria,21:07,4.2,true
800,The Hungry Hippo,American,expensive,Upper East Side,20:13,0.2,false
801,Crispy Crust Pizzeria,Italian,expensive,Harlem,2:49,1.8,true
802,The Hungry Hippo,Japanese,expensive,Chelsea,14:55,3.1,true
803,Ocean Blue Grill,French,expensive,Harlem,16:25,4.1,false
804,Ocean Blue Grill,Mediterranean,medium,Greenpoint,10:36,2.0,false
805,The Cozy Corner,French,cheap,Hell's Kitchen,10:15,4.3,false
806,The Hungry Hippo,American,medium,Williamsburg,10:05,2.6,false
807,Saffron Delight,Greek,expensive,Williamsburg,20:09,1.1,false
808,Flamingo Bistro,Mexican,cheap,Park Slope,4:21,0.8,true
809,Saffron Delight,Japanese,expensive,Williamsburg,2:58,3.3,true
810,Ocean Blue Grill,Mexican,expensive,Williamsburg,4:24,0.2,true
811,The Cozy Corner,Italian,expensive,Jackson Heights,6:02,0.9,true
812,Whisk & Ladle,Indian,expensive,Harlem,2:37,1.8,false
813,Flamingo Bistro,Mediterranean,expensive,Upper East Side,5:41,4.3,true
814,Ocean Blue Grill,American,medium,Williamsburg,9:02,3.3,true
815,Whisk & Ladle,American,medium,Chelsea,23:52,2.0,false
816,Whisk & Ladle,American,medium,Harlem,4:53,1.1,false
817,The Hungry Hippo,Chinese,cheap,Park Slope,23:12,3.8,false
818,Whisk & Ladle,Chinese,medium,Park Slope,18:05,0.3,true
819,The Cozy Corner,Greek,medium,Astoria,22:08,2.5,true
820,Saffron Delight,Thai,cheap,Hell's Kitchen,22:44,4.3,true
821,Flamingo Bistro,Greek,expensive,Jackson Heights,18:56,2.0,false
822,The Velvet Fork,American,medium,Upper East Side,12:04,3.2,true
823,Whisk & Ladle,Greek,medium,Park Slope,19:49,3.7,true
824,Sizzle & Spice,Mexican,expensive,Hell's Kitchen,20:21,1.8,false
825,Ocean Blue Grill,Italian,cheap,Williamsburg,5:30,2.2,true
826,Crispy Crust Pizzeria,Mexican,medium,Harlem,8:19,3.3,true
827,The Hungry Hippo,Mediterranean,expensive,Hell's Kitchen,13:39,3.0,false
828,Flamingo Bistro,Indian,cheap,Bushwick,8:18,0.8,false
829,Ocean Blue Grill,Thai,medium,Greenpoint,17:40,2.7,true
830,The Cozy Corner,Mexican,cheap,Chelsea,20:36,0.8,false
831,Sizzle & Spice,Thai,cheap,Chelsea,16:48,0.3,false
832,Mango Tango,Italian,cheap,Jackson Heights,5:30,0.7,true
833,The Velvet Fork,Greek,expensive,Park Slope,18:46,4.2,false
834,Sizzle & Spice,American,expensive,Chelsea,18:16,2.3,false
835,Saffron Delight,Chinese,medium,Chelsea,12:21,2.5,true
836,Ocean Blue Grill,Mediterranean,cheap,Greenpoint,8:56,1.2,false
837,The Hungry Hippo,American,cheap,Harlem,18:39,2.9,false
838,Whisk & Ladle,American,cheap,Harlem,3:26,4.0,true
839,Crispy Crust Pizzeria,Chinese,expensive,Jackson Heights,23:22,4.4,false
840,The Velvet Fork,Greek,medium,Greenpoint,13:49,3.5,false
841,Sizzle & Spice,Japanese,cheap,Upper East Side,21:24,2.7,true
842,Whisk & Ladle,Indian,expensive,Upper East Side,8:47,1.8,false
843,Saffron Delight,Chinese,cheap,Jackson Heights,8:25,2.4,false
844,Mango Tango,Mexican,expensive,Astoria,6:19,4.0,false
845,The Velvet Fork,Chinese,cheap,Harlem,3:50,3.9,true
846,The Cozy Corner,Italian,cheap,Chelsea,18:24,2.7,true
847,The Cozy Corner,Greek,expensive,Upper East Side,23:12,3.1,true
848,The Hungry Hippo,Italian,expensive,Hell's Kitchen,22:54,0.1,true
849,Saffron Delight,Japanese,cheap,Harlem,7:38,0.2,true
850,Ocean Blue Grill,Indian,medium,Chelsea,4:42,4.3,true
851,Flamingo Bistro,French,medium,Park Slope,18:09,2.2,false
852,Sizzle & Spice,Greek,expensive,Harlem,11:11,3.6,false
853,Whisk & Ladle,American,expensive,Greenpoint,7:33,0.5,true
854,Saffron Delight,Italian,medium,Greenpoint,16:06,4.1,false
855,The Hungry Hippo,Italian,cheap,Hell's Kitchen,22:59,4.3,true
856,Flamingo Bistro,Italian,medium,Harlem,9:22,4.0,false
857,Flamingo Bistro,Italian,medium,Hell's Kitchen,20:40,2.6,true
858,The Cozy Corner,French,expensive,Chelsea,11:51,1.5,false
859,Mango Tango,Chinese,expensive,Astoria,7:46,1.7,false
860,Whisk & Ladle,Mexican,expensive,Chelsea,3:44,1.2,true
861,Saffron Delight,Mexican,medium,Bushwick,18:33,4.7,true
862,The Velvet Fork,Mediterranean,expensive,Harlem,23:13,1.0,false
863,The Velvet Fork,Japanese,medium,Astoria,15:50,1.9,true
864,The Velvet Fork,Indian,medium,Park Slope,22:06,3.5,true
865,Whisk & Ladle,American,medium,Astoria,8:55,3.3,true
866,The Velvet Fork,Indian,medium,Greenpoint,20:15,2.2,false
867,Crispy Crust Pizzeria,Greek,expensive,Hell's Kitchen,14:36,1.2,false
868,Crispy Crust Pizzeria,Italian,expensive,Bushwick,9:42,0.2,false
869,The Velvet Fork,Italian,expensive,Park Slope,15:25,1.2,false
870,Flamingo Bistro,Mediterranean,medium,Chelsea,22:12,1.6,false
871,Ocean Blue Grill,Japanese,expensive,Williamsburg,11:59,2.8,true
872,Whisk & Ladle,Chinese,medium,Park Slope,0:48,1.2,true
873,Mango Tango,Chinese,expensive,Upper East Side,16:46,1.9,false
874,Crispy Crust Pizzeria,Thai,medium,Bushwick,20:56,3.5,true
875,Saffron Delight,Japanese,medium,Williamsburg,17:46,5.0,false
876,Whisk & Ladle,Indian,cheap,Greenpoint,10:11,1.0,true
877,The Hungry Hippo,Mexican,medium,Harlem,0:30,3.1,false
878,Whisk & Ladle,Japanese,medium,Jackson Heights,20:28,2.3,true
879,Ocean Blue Grill,Thai,expensive,Hell's Kitchen,10:30,3.2,false
880,The Cozy Corner,Italian,cheap,Harlem,18:01,4.7,true
881,Saffron Delight,Indian,medium,Greenpoint,15:03,4.8,true
882,Flamingo Bistro,Indian,expensive,Greenpoint,7:24,0.4,true
883,Sizzle & Spice,Chinese,medium,Williamsburg,23:49,2.7,false
884,Saffron Delight,Thai,medium,Jackson Heights,11:07,2.7,false
885,Crispy Crust Pizzeria,Indian,expensive,Bushwick,18:25,2.8,true
886,Ocean Blue Grill,Italian,expensive,Bushwick,13:34,1.3,false
887,The Hungry Hippo,Mexican,expensive,Chelsea,22:43,2.7,true
888,The Cozy Corner,Mediterranean,expensive,Chelsea,5:11,3.3,true
889,Sizzle & Spice,Indian,cheap,Hell's Kitchen,10:08,3.2,false
890,Flamingo Bistro,Indian,medium,Williamsburg,7:13,3.4,true
891,Mango Tango,Mediterranean,medium,Astoria,17:24,2.6,true
892,Saffron Delight,Greek,expensive,Harlem,4:10,2.8,true
893,The Cozy Corner,Thai,expensive,Greenpoint,2:51,2.2,true
894,The Hungry Hippo,Thai,cheap,Park Slope,5:08,0.2,false
895,Flamingo Bistro,Thai,medium,Greenpoint,3:55,3.2,false
896,The Velvet Fork,Thai,cheap,Hell's Kitchen,14:08,3.4,false
897,Saffron Delight,Mexican,cheap,Williamsburg,14:22,3.5,false
898,The Cozy Corner,Indian,cheap,Chelsea,5:13,5.0,true
899,The Velvet Fork,American,medium,Park Slope,0:57,2.5,true
900,The Cozy Corner,Chinese,medium,Bushwick,17:00,3.6,false
901,Sizzle & Spice,French,medium,Park Slope,5:21,2.4,false
902,Whisk & Ladle,Chinese,expensive,Jackson Heights,10:54,3.9,false
903,Mango Tango,Japanese,cheap,Hell's Kitchen,14:49,4.4,false
904,Crispy Crust Pizzeria,Chinese,medium,Greenpoint,22:11,2.1,true
905,Ocean Blue Grill,Thai,cheap,Chelsea,21:29,2.2,true
906,Ocean Blue Grill,Indian,cheap,Upper East Side,22:31,1.5,false
907,The Cozy Corner,Indian,expensive,Jackson Heights,6:33,0.5,true
908,The Hungry Hippo,Mediterranean,expensive,Williamsburg,3:52,2.9,false
909,The Cozy Corner,Japanese,medium,Park Slope,15:27,3.9,true
910,Flamingo Bistro,Greek,expensive,Hell's Kitchen,14:31,0.1,false
911,Ocean Blue Grill,Greek,medium,Chelsea,18:27,0.4,true
912,Whisk & Ladle,Greek,expensive,Jackson Heights,16:08,3.7,true
913,The Velvet Fork,Thai,expensive,Chelsea,14:56,3.6,true
914,Saffron Delight,Mediterranean,medium,Chelsea,10:32,3.0,false
915,The Velvet Fork,American,cheap,Greenpoint,9:56,1.3,true
916,Ocean Blue Grill,American,expensive,Jackson Heights,8:18,3.7,true
917,Crispy Crust Pizzeria,Italian,expensive,Williamsburg,21:38,2.0,false
918,Sizzle & Spice,Japanese,expensive,Greenpoint,11:35,1.9,false
919,Mango Tango,Indian,expensive,Bushwick,7:10,4.8,true
920,Ocean Blue Grill,Japanese,expensive,Astoria,15:07,2.5,false
921,Crispy Crust Pizzeria,Indian,medium,Greenpoint,23:38,4.5,true
922,Sizzle & Spice,Japanese,cheap,Upper East Side,18:04,4.2,true
923,The Cozy Corner,Japanese,cheap,Hell's Kitchen,15:52,1.3,true
924,Sizzle & Spice,Greek,expensive,Upper East Side,0:37,0.9,false
925,Ocean Blue Grill,Greek,cheap,Hell's Kitchen,22:10,2.8,false
926,Saffron Delight,Italian,expensive,Bushwick,19:30,1.5,false
927,The Cozy Corner,Indian,cheap,Greenpoint,10:03,1.3,false
928,Whisk & Ladle,Japanese,medium,Greenpoint,16:54,3.6,false
929,Sizzle & Spice,French,expensive,Upper East Side,6:39,3.6,false
930,Crispy Crust Pizzeria,Mexican,cheap,Bushwick,18:14,1.4,false
931,The Cozy Corner,Thai,expensive,Hell's Kitchen,16:51,1.7,false
932,The Cozy Corner,Greek,expensive,Williamsburg,12:59,4.6,true
933,Saffron Delight,Japanese,expensive,Williamsburg,20:26,0.8,false
934,The Hungry Hippo,Italian,cheap,Park Slope,5:22,0.5,false
935,The Cozy Corner,Chinese,cheap,Jackson Heights,11:12,0.1,true
936,Mango Tango,American,expensive,Jackson Heights,14:38,4.4,false
937,Mango Tango,Mediterranean,medium,Chelsea,21:53,0.6,false
938,The Cozy Corner,Indian,expensive,Greenpoint,7:13,3.6,false
939,Whisk & Ladle,Japanese,medium,Upper East Side,4:10,4.4,true
940,The Hungry Hippo,Italian,cheap,Astoria,1:08,1.5,true
941,The Cozy Corner,French,cheap,Upper East Side,3:05,4.2,true
942,Flamingo Bistro,Italian,cheap,Williamsburg,14:20,3.0,false
943,Flamingo Bistro,Chinese,cheap,Park Slope,11:53,0.8,false
944,Flamingo Bistro,American,expensive,Bushwick,15:29,1.9,false
945,Ocean Blue Grill,Chinese,expensive,Jackson Heights,0:58,3.6,false
946,The Cozy Corner,Japanese,expensive,Bushwick,19:38,4.9,true
947,Crispy Crust Pizzeria,Greek,expensive,Greenpoint,20:28,2.7,true
948,The Cozy Corner,American,expensive,Bushwick,7:44,0.7,true
949,Whisk & Ladle,Mediterranean,expensive,Williamsburg,0:54,2.9,false
950,Saffron Delight,Chinese,expensive,Park Slope,5:48,4.7,false
951,The Velvet Fork,Thai,medium,Jackson Heights,14:06,0.1,false
952,The Cozy Corner,Mediterranean,expensive,Harlem,5:59,1.3,true
953,The Hungry Hippo,Thai,medium,Williamsburg,10:32,1.2,false
954,The Velvet Fork,Mediterranean,cheap,Hell's Kitchen,9:02,2.7,true
955,Sizzle & Spice,Japanese,medium,Astoria,14:05,2.1,true
956,Saffron Delight,Thai,medium,Harlem,15:40,1.3,false
957,Whisk & Ladle,Mediterranean,expensive,Chelsea,11:53,0.5,true
958,Crispy Crust Pizzeria,Japanese,medium,Chelsea,17:51,2.8,true
959,The Cozy Corner,Italian,cheap,Williamsburg,14:45,4.2,false
960,Flamingo Bistro,Italian,cheap,Harlem,8:26,4.2,false
961,Saffron Delight,Italian,cheap,Hell's Kitchen,23:26,4.8,false
962,Crispy Crust Pizzeria,Chinese,expensive,Harlem,22:18,1.6,false
963,Mango Tango,Thai,cheap,Bushwick,17:37,4.0,true
964,The Velvet Fork,Japanese,medium,Bushwick,19:42,3.0,false
965,Flamingo Bistro,Italian,cheap,Upper East Side,15:38,2.5,false
966,Sizzle & Spice,French,cheap,Greenpoint,12:53,1.5,false
967,Flamingo Bistro,Greek,cheap,Bushwick,8:32,1.0,true
968,Flamingo Bistro,Indian,medium,Jackson Heights,12:39,0.5,true
969,Whisk & Ladle,Italian,cheap,Greenpoint,15:33,1.2,false
970,Mango Tango,Greek,cheap,Harlem,9:05,3.7,true
971,Sizzle & Spice,French,medium,Upper East Side,9:43,4.5,true
972,Mango Tango,American,expensive,Harlem,17:42,1.8,true
973,Sizzle & Spice,Mediterranean,cheap,Hell's Kitchen,19:11,0.2,false
974,Whisk & Ladle,American,medium,Hell's Kitchen,3:11,3.1,true
975,Flamingo Bistro,Indian,medium,Williamsburg,1:37,2.2,true
976,The Cozy Corner,Mexican,medium,Astoria,17:56,4.4,true
977,Flamingo Bistro,Italian,cheap,Chelsea,6:00,3.7,false
978,Ocean Blue Grill,Indian,expensive,Upper East Side,23:52,2.9,false
979,The Hungry Hippo,Mediterranean,expensive,Park Slope,8:04,0.7,true
980,Crispy Crust Pizzeria,Chinese,expensive,Jackson Heights,15:05,1.5,false
981,Mango Tango,Mexican,medium,Astoria,22:44,0.5,true
982,The Velvet Fork,Chinese,medium,Bushwick,19:31,1.4,false
983,Crispy Crust Pizzeria,French,expensive,Jackson Heights,6:40,0.8,true
984,The Velvet Fork,Italian,medium,Harlem,23:04,3.1,true
985,Mango Tango,Chinese,medium,Astoria,3:07,0.8,false
986,Mango Tango,Indian,medium,Jackson Heights,22:35,0.1,false
987,Ocean Blue Grill,Greek,cheap,Upper East Side,15:31,0.6,false
988,Whisk & Ladle,Mediterranean,expensive,Hell's Kitchen,19:37,2.5,false
989,The Hungry Hippo,Mexican,cheap,Greenpoint,5:53,0.3,false
990,Crispy Crust Pizzeria,Japanese,expensive,Park Slope,23:29,1.3,true
991,Flamingo Bistro,Italian,medium,Park Slope,23:29,4.1,true
992,Saffron Delight,Mexican,medium,Jackson Heights,8:06,5.0,false
993,The Hungry Hippo,Mexican,cheap,Chelsea,12:52,4.2,true
994,Ocean Blue Grill,Greek,cheap,Harlem,13:42,2.7,true
995,Mango Tango,Mexican,expensive,Park Slope,1:52,2.4,true
996,Sizzle & Spice,Chinese,expensive,Park Slope,11:18,2.5,false
997,The Velvet Fork,Mexican,cheap,Chelsea,18:02,2.7,false
998,Whisk & Ladle,French,medium,Astoria,10:15,2.2,true
999,Mango Tango,American,expensive,Williamsburg,6:56,1.3,false
1000,The Velvet Fork,Thai,medium,Upper East Side,7:42,0.9,false
